age_cat,excess_yrs_lost,ratio_excess_yrs_lost,male_years_lost,female_years_lost,exc_pll_number,Year,age
55-59 years,221.72100400356976,2.4851384083844144,371.01416264241044,149.29315863884068,145723.73086008293,2006-2012,13
60-64 years,179.98283697969927,1.9673538863431594,366.039707707825,186.05687072812574,96772.28987134351,2006-2012,14
65-69 years,128.1705095998364,1.4160643957326855,436.22501009159157,308.05450049175516,50949.956464598174,2006-2012,15
70-74 years,40.47429968281381,1.060870807697654,705.3956505518557,664.9213508690419,11874.627289896744,2006-2012,16
75-79 years,-184.2351846502188,0.8820370134290308,1377.5698357692904,1561.8050204195092,-41243.15557681573,2006-2012,17
80-84 years,-631.0743649755232,0.804692402949822,2600.1074963905203,3231.1818613660434,-100460.77864640274,2006-2012,18
< 1 year,3.2085027491083515,1.1746027877723872,21.584513751240614,18.376011002132262,67.69446691195259,2006-2012,1
1-4 years,-1.3179474565867824,0.7449635269954064,3.849734801013462,5.167682257600244,-751.1115535986444,2013-2019,2
10-14 years,-1.85560314529166,0.6716784565954251,3.7961829850052764,5.651786130296936,-1373.6108777632523,2013-2019,4
15-19 years,0.9632930546435858,1.0863351294415062,12.120895537839443,11.157602483195857,727.7768806744984,2013-2019,5
20-24 years,12.848553876721702,1.3293538064918662,51.85995627579802,39.01140239907632,10303.608945945822,2013-2019,6
25-29 years,26.61379523293212,1.3267295048608263,108.0689281088826,81.45513287595048,21580.53546199253,2013-2019,7
30-34 years,54.373690411003366,1.485165135265182,166.44623326032362,112.07254284932026,41859.07010032585,2013-2019,8
35-39 years,99.55763774035013,1.8880707353569883,211.6631646726499,112.10552693229978,72245.08201780732,2013-2019,9
40-44 years,116.88566512575649,1.9513546216538653,239.74801578376739,122.8623506580109,81637.06640581072,2013-2019,10
45-49 years,163.16801825841318,2.026084368317813,322.1880981821671,159.0200799237539,117957.40744257024,2013-2019,11
5-9 years,-0.4206808397655526,0.8990356288846351,3.7459458139563817,4.166626653721934,-306.6062930360753,2013-2019,3
50-54 years,219.299886828092,2.174652328913857,405.99332915997564,186.69344233188363,163875.3009845059,2013-2019,12
55-59 years,258.40294273045845,2.24390527485702,466.13816819620826,207.73522546574978,191269.0287356392,2013-2019,13
60-64 years,260.15232403127845,2.099697080875996,496.71958292046855,236.56725888919013,169433.63935168597,2013-2019,14
65-69 years,176.3651657994073,1.5055953902422092,525.1918544978906,348.82668869848334,94990.029624677,2013-2019,15
70-74 years,57.69304744511919,1.0782777720651817,794.7228059962216,737.0297585511024,22727.07352686803,2013-2019,16
75-79 years,-214.61139091587984,0.8706156618289107,1444.1008918033156,1658.7122827191954,-57083.25414644494,2013-2019,17
80-84 years,-649.2859289501253,0.8109870764601089,2785.8544666910952,3435.1403956412205,-112956.60419527708,2013-2019,18
< 1 year,1.3438709040961854,1.08171265683123,17.79017134530967,16.446300441213484,80.3734919031874,2013-2019,1
1-4 years,0.22945748912178576,1.0475133241040868,5.058786807759151,4.829329318637365,53.57395025019432,2020-2022,2
10-14 years,0.395206516184623,1.1316988659998337,3.396041133736472,3.000834617551849,127.59259764107266,2020-2022,4
15-19 years,0.7205917063483209,1.073736527442393,10.493111939434806,9.772520233086485,236.35131261009693,2020-2022,5
20-24 years,14.284763797281911,1.3767242244013391,52.20312123761415,37.91835744033224,4800.833702020439,2020-2022,6
25-29 years,57.50366256642309,1.5869104957486826,155.48054828060594,97.97688571418286,19900.249951651742,2020-2022,7
30-34 years,117.04163225240805,1.685117965827952,287.87590910714715,170.8342768547391,41058.64584109834,2020-2022,8
35-39 years,184.65758068927508,1.9580471636183248,377.4013074092266,192.74372671995152,61867.1606394846,2020-2022,9
40-44 years,232.37266984324324,2.1609478525627224,432.53038522235744,200.1577153791142,73243.74702452865,2020-2022,10
45-49 years,278.23687869014236,2.345475530401958,485.031333441036,206.79445475089366,82340.44805048533,2020-2022,11
5-9 years,1.1940476847702017,1.358721247935388,4.522670373396861,3.328622688626659,369.6157533324267,2020-2022,3
50-54 years,318.0952260212347,2.4283671519308596,540.7937287074909,222.69850268625623,98363.41297116238,2020-2022,12
55-59 years,360.73741948836107,2.3458731732230413,628.7696729468961,268.032253458535,113689.68046227435,2020-2022,13
60-64 years,359.45992215832894,2.2083590926214227,656.937654029005,297.47773187067605,110026.17095064142,2020-2022,14
65-69 years,240.5254040922838,1.597334027214509,643.1902333736543,402.66482928137054,62566.586555613896,2020-2022,15
70-74 years,66.50059517360842,1.0915881072327505,792.5838955371825,726.083300363574,13932.42863882876,2020-2022,16
75-79 years,-234.81555633570724,0.8492728979410606,1323.0698745398,1557.8854308755072,-32535.52689165166,2020-2022,17
80-84 years,-669.1571268725634,0.775261978858544,2308.3413999627255,2977.498526835289,-55345.00899422449,2020-2022,18
< 1 year,-17.270875527010944,0.44617341318134407,13.913751462855995,31.18462698986694,-644.1420001318768,2020-2022,1
