Five-Year Age Groups,Gender,Deaths,Year
45-49 years,Male,97,2021
50-54 years,Male,114,2021
55-59 years,Male,200,2021
60-64 years ,Male,283,2021
65-69 years,Male,364,2021
70-74 years,Male,398,2021
75-79 years,Male,374,2021
80-84 years,Male,356,2021
< 1 year,Male,7,2022
1-4 years,Male,5,2022
5-9 years,Male,6,2022
15-19 years,Male,9,2022
20-24 years,Male,5,2022
25-29 years,Male,12,2022
30-34 years,Male,18,2022
35-39 years,Male,37,2022
40-44 years,Male,65,2022
45-49 years,Male,83,2022
50-54 years,Male,160,2022
55-59 years,Male,218,2022
60-64 years ,Male,314,2022
65-69 years,Male,414,2022
70-74 years,Male,439,2022
75-79 years,Male,462,2022
80-84 years,Male,406,2022
